"name","dev-image","qa-image","uat-image","npd-image","prod-image","dev-replicas","qa-replicas","uat-replicas","npd-replicas","prod-replicas"
"account-link-api","snapshot:2025-01-16.466.4265f797","candidate:2025-01-15.465.2a2f1821","release:2025-01-15.465.2a2f1821","release:2025-01-15.465.2a2f1821","release:2025-01-15.465.2a2f1821","1","1","5","10","10"
"account-link-audit-processor","snapshot:2025-01-16.466.4265f797","candidate:2025-01-15.465.2a2f1821","release:2025-01-15.465.2a2f1821","release:2025-01-15.465.2a2f1821","release:2025-01-15.465.2a2f1821","1","1","1","1","1"
"account-link-email-publisher","snapshot:2025-01-16.466.4265f797","candidate:2025-01-15.465.2a2f1821","release:2025-01-15.465.2a2f1821","release:2025-01-15.465.2a2f1821","release:2025-01-15.465.2a2f1821","1","1","1","1","1"
"account-link-event-context-translator","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","3","3","3","3"
"account-link-event-processor","snapshot:2025-01-16.466.4265f797","candidate:2025-01-15.465.2a2f1821","release:2025-01-15.465.2a2f1821","release:2025-01-15.465.2a2f1821","release:2025-01-15.465.2a2f1821","1","1","1","1","1"
"account-settings-api","snapshot:2025-02-25.220.54070564","candidate:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","1","3","3","5","5"
"account-settings-audit-processor","snapshot:2025-02-25.220.54070564","candidate:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","1","1","1","1","1"
"account-settings-email-publisher","snapshot:2025-02-25.220.54070564","candidate:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","1","1","1","1","1"
"account-settings-event-orchestrator","snapshot:2025-02-25.220.54070564","candidate:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","1","1","1","1","1"
"account-settings-event-processor","snapshot:2025-02-25.220.54070564","candidate:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","1","1","1","1","1"
"account-settings-phonenumber-notification-generator","snapshot:2025-02-25.220.54070564","candidate:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","1","1","1","1","1"
"account-settings-phonenumber-orchestrator","snapshot:2025-02-25.220.54070564","candidate:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","1","1","1","1","3"
"account-settings-tcpa-workflow-processor","snapshot:2025-02-25.220.54070564","candidate:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","1","1","1","1","1"
"account-settings-workflow-processor","snapshot:2025-02-25.220.54070564","candidate:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","release:2025-02-03.217.4fb60cee","1","1","1","1","1"
"address-api","snapshot:2024-11-26.192.30d55257","candidate:2024-11-26.192.30d55257","release:2024-11-26.192.30d55257","release:2024-11-26.192.30d55257","release:2024-11-26.192.30d55257","1","3","3","5","5"
"address-audit-processor","snapshot:2024-11-26.192.30d55257","candidate:2024-11-26.192.30d55257","release:2024-11-26.192.30d55257","release:2024-11-26.192.30d55257","release:2024-11-26.192.30d55257","1","1","1","1","1"
"address-email-publisher","snapshot:2024-11-26.192.30d55257","candidate:2024-11-26.192.30d55257","release:2024-11-26.192.30d55257","release:2024-11-26.192.30d55257","release:2024-11-26.192.30d55257","1","3","3","1","1"
"address-event-orchestrator","snapshot:2024-11-26.192.30d55257","candidate:2024-11-26.192.30d55257","release:2024-11-26.192.30d55257","release:2024-11-26.192.30d55257","release:2024-11-26.192.30d55257","1","3","3","1","3"
"address-event-processor","snapshot:2024-11-26.192.30d55257","candidate:2024-11-26.192.30d55257","release:2024-11-26.192.30d55257","release:2024-11-26.192.30d55257","release:2024-11-26.192.30d55257","1","1","1","1","1"
"address-mailing-address-notification-generator",,,"release:2024-07-16.135.1b2ac11b","release:2024-07-16.135.1b2ac11b",,,,"0","1",
"address-notification-generator","snapshot:2024-11-26.192.30d55257","candidate:2024-11-26.192.30d55257","release:2024-11-26.192.30d55257","release:2024-11-26.192.30d55257","release:2024-11-26.192.30d55257","1","1","1","1","1"
"address-workflow-processor","snapshot:2024-11-26.192.30d55257","candidate:2024-11-26.192.30d55257","release:2024-11-26.192.30d55257","release:2024-11-26.192.30d55257","release:2024-11-26.192.30d55257","1","1","1","1","1"
"addresses-event-builder-0202","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","1","3","3","3"
"ags-application-adapter-api","snapshot:2024-11-21.23.e7360a6b","candidate:2024-11-21.23.e7360a6b","release:2024-11-21.23.e7360a6b","release:2024-11-21.23.e7360a6b","release:2024-11-21.23.e7360a6b","3","6","6","6","6"
"balanced-billing-api","snapshot:2024-12-24.56.58a15b43","candidate:2024-12-24.56.58a15b43","release:2024-12-24.56.58a15b43","release:2024-12-24.56.58a15b43","release:2024-12-24.56.58a15b43","1","1","1","3","5"
"balanced-billing-bc-event-builder","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","3","3","3","3"
"balanced-billing-context-translator","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","1","3","1","3"
"balanced-billing-event-builder","snapshot:2024-10-25.719","candidate:2024-10-25.719","release:2024-10-25.719","release:2024-10-25.719","release:2024-10-25.719","0","0","0","0","0"
"balanced-billing-event-orchestrator","snapshot:2024-12-24.56.58a15b43","candidate:2024-12-24.56.58a15b43","release:2024-12-24.56.58a15b43","release:2024-12-24.56.58a15b43","release:2024-12-24.56.58a15b43","1","1","1","1","1"
"balanced-billing-event-processor","snapshot:2024-12-24.56.58a15b43","candidate:2024-12-24.56.58a15b43","release:2024-12-24.56.58a15b43","release:2024-12-24.56.58a15b43","release:2024-12-24.56.58a15b43","1","1","1","1","1"
"balanced-billing-mail-publisher","snapshot:2024-12-24.56.58a15b43","candidate:2024-12-24.56.58a15b43","release:2024-12-24.56.58a15b43","release:2024-12-24.56.58a15b43","release:2024-12-24.56.58a15b43","1","1","1","1","1"
"bank-account-api","snapshot:2025-02-25.226.25942bda","candidate:2025-01-30.225.79429936","release:2025-01-30.225.79429936","release:2025-01-30.225.79429936","release:2025-01-30.225.79429936","2","5","6","6","6"
"bank-account-audit-event-processor","snapshot:2025-02-25.226.25942bda","candidate:2025-01-30.225.79429936","release:2025-01-30.225.79429936","release:2025-01-30.225.79429936","release:2025-01-30.225.79429936","1","1","1","1","1"
"bank-account-context-translator","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","3","3","3","3"
"bank-account-event-builder","snapshot:2024-10-25.719","candidate:2024-10-25.719","release:2024-10-25.719","release:2024-10-25.719","release:2024-10-25.719","0","0","0","0","0"
"bank-account-event-builder-v2","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","3","3","3","3"
"bank-account-event-consumer","snapshot:2024-10-08.199.7decc428","candidate:2024-10-08.199.7decc428","release:2024-10-08.199.7decc428","release:2024-10-08.199.7decc428","release:2024-10-08.199.7decc428","0","0","0","0","0"
"bank-account-event-orchestrator","snapshot:2025-02-25.226.25942bda","candidate:2025-01-30.225.79429936","release:2025-01-30.225.79429936","release:2025-01-30.225.79429936","release:2025-01-30.225.79429936","1","3","3","3","3"
"bank-account-workflow-event-processor","snapshot:2025-02-25.226.25942bda","candidate:2025-01-30.225.79429936","release:2025-01-30.225.79429936","release:2025-01-30.225.79429936","release:2025-01-30.225.79429936","1","1","1","1","1"
"bank-routing-details-event-builder","snapshot:2024-10-25.719","candidate:2024-10-25.719","release:2024-10-25.719","release:2024-10-25.719","release:2024-10-25.719","0","0","0","0","0"
"bank-routing-details-event-builder-v2","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","3","3","3","3"
"bill-api","snapshot:2025-02-11.172.92808857","candidate:2025-02-11.172.92808857","release:2025-02-11.172.92808857","release:2025-02-11.172.92808857","release:2025-02-11.172.92808857","1","1","5","5","10"
"bill-consumer","snapshot:2025-02-11.172.92808857","candidate:2025-02-11.172.92808857","release:2025-02-11.172.92808857","release:2025-02-11.172.92808857","release:2025-02-11.172.92808857","1","3","5","5","5"
"bill-delivery-event-builder","snapshot:2024-10-25.719","candidate:2024-10-25.719","release:2024-10-25.719","release:2024-10-25.719","release:2024-10-25.719","0","0","0","0","0"
"bill-event-builder","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","10","10","10","10"
"billing-account-address-key-event-builder-0201","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","1","3","3","3"
"billing-account-api","snapshot:2025-02-13.351.e4b0f424","candidate:2025-02-13.351.e4b0f424","release:2025-02-13.351.e4b0f424","release:2025-02-13.351.e4b0f424","release:2025-02-13.351.e4b0f424","6","13","20","20","20"
"billing-account-audit-processor","snapshot:2025-02-13.351.e4b0f424","candidate:2025-02-13.351.e4b0f424","release:2025-02-13.351.e4b0f424","release:2025-02-13.351.e4b0f424","release:2025-02-13.351.e4b0f424","1","1","1","1","1"
"billing-account-event-builder","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","10","10","10","10"
"billing-account-event-builder-customer-number-load","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","5","5","5","5","5"
"billing-account-event-consumer","snapshot:2025-02-13.351.e4b0f424","candidate:2025-02-13.351.e4b0f424","release:2025-02-13.351.e4b0f424","release:2025-02-13.351.e4b0f424","release:2025-02-13.351.e4b0f424","1","3","3","3","8"
"bulk-pay-event-processor","snapshot:2025-02-24.237.2356d009","candidate:2025-02-24.237.2356d009","release:2025-02-17.235.65d57160","release:2025-02-17.235.65d57160","release:2025-01-31.224.7db03a8e","1","1","1","1","1"
"cancel-payment-api","snapshot:2025-02-06.85.6cf4475f","candidate:2025-02-06.85.6cf4475f","release:2025-02-06.85.6cf4475f","release:2025-02-06.85.6cf4475f","release:2025-02-06.85.6cf4475f","1","1","1","5","5"
"cancel-payment-completed-event-context-translator","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","3","3","3","3"
"cancel-payment-event-consumer","snapshot:2025-02-06.85.6cf4475f","candidate:2025-02-06.85.6cf4475f","release:2025-02-06.85.6cf4475f","release:2025-02-06.85.6cf4475f","release:2025-02-06.85.6cf4475f","1","3","3","3","3"
"cancel-payment-event-processor","snapshot:2025-02-06.85.6cf4475f","candidate:2025-02-06.85.6cf4475f","release:2025-02-06.85.6cf4475f","release:2025-02-06.85.6cf4475f","release:2025-02-06.85.6cf4475f","1","1","1","1","1"
"cancel-payment-user-account-consumer",,,"release:2024-06-20.15.c83add9d","release:2024-06-20.15.c83add9d","release:2024-06-20.15.c83add9d",,,"0","0","0"
"collection-activity-api","snapshot:2024-12-05.40.c1d75496","candidate:2024-12-05.40.c1d75496","release:2024-12-05.40.c1d75496","release:2024-12-05.40.c1d75496","release:2024-12-05.40.c1d75496","2","5","2","5","10"
"collection-activity-event-builder","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","3","3","5","5"
"collection-activity-graphql-api","snapshot:2024-12-05.40.c1d75496","candidate:2024-12-05.40.c1d75496","release:2024-12-05.40.c1d75496","release:2024-12-05.40.c1d75496","release:2024-12-05.40.c1d75496","2","5","3","10","10"
"collection-detail-event-builder","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","3","3","3","3"
"collection-detail-event-builder-v2","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","3","3","3","3"
"collection-header-event-builder","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","3","3","3","3"
"collection-header-event-builder-v2","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","3","3","3","3"
"collection-info-event-builder","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","3","3","3","3"
"collections-arrangement-api","snapshot:2025-02-24.146.5d5729f7","candidate:2025-02-24.146.5d5729f7","release:2025-01-27.145.12a27795","release:2025-01-27.145.12a27795","release:2025-01-27.145.12a27795","1","1","1","3","3"
"collections-arrangement-audit-processor","snapshot:2025-02-24.146.5d5729f7","candidate:2025-02-24.146.5d5729f7","release:2025-01-27.145.12a27795","release:2025-01-27.145.12a27795","release:2025-01-27.145.12a27795","1","1","1","1","1"
"collections-arrangement-consumer","snapshot:2025-02-24.146.5d5729f7","candidate:2025-02-24.146.5d5729f7","release:2025-01-27.145.12a27795","release:2025-01-27.145.12a27795","release:2025-01-27.145.12a27795","1","3","3","3","3"
"collections-arrangement-context-translator","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","3","3","3","3"
"collections-arrangement-derived-field-consumer","snapshot:2025-02-24.146.5d5729f7","candidate:2025-02-24.146.5d5729f7","release:2025-01-27.145.12a27795","release:2025-01-27.145.12a27795","release:2025-01-27.145.12a27795","1","3","3","3","3"
"collections-arrangement-event-orchestrator","snapshot:2025-02-24.146.5d5729f7","candidate:2025-02-24.146.5d5729f7","release:2025-01-27.145.12a27795","release:2025-01-27.145.12a27795","release:2025-01-27.145.12a27795","1","3","3","3","3"
"collections-arrangement-event-processor","snapshot:2025-02-24.146.5d5729f7","candidate:2025-02-24.146.5d5729f7","release:2025-01-27.145.12a27795","release:2025-01-27.145.12a27795","release:2025-01-27.145.12a27795","1","1","1","1","1"
"collections-arrangement-user-account-consumer",,,"release:2024-07-08.18.94f52627","release:2024-07-08.18.94f52627","release:2024-07-08.18.94f52627",,,"0","0","0"
"collections-arrangement-workflow-event-processor","snapshot:2025-02-24.146.5d5729f7","candidate:2025-02-24.146.5d5729f7","release:2025-01-27.145.12a27795","release:2025-01-27.145.12a27795","release:2025-01-27.145.12a27795","1","1","1","1","1"
"create-customer-context-translator","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-01-28.928","1","1","3","3","3"
"create-user-context-translator","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","1","0","0","0"
"credit-source-event-builder","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","10","10","10","10"
"customer-info-api","snapshot:2025-02-20.426.0d1c930f","candidate:2025-02-12.421.69de41e8","release:2025-02-12.421.69de41e8","release:2025-02-12.421.69de41e8","release:2025-02-12.421.69de41e8","1","1","1","3","3"
"customer-info-audit-processor","snapshot:2025-02-20.426.0d1c930f","candidate:2025-02-12.421.69de41e8","release:2025-02-12.421.69de41e8","release:2025-02-12.421.69de41e8","release:2025-02-12.421.69de41e8","1","1","1","1","1"
"customer-info-event-builder","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","3","3","3","3"
"customer-info-event-orchestrator","snapshot:2025-02-20.426.0d1c930f","candidate:2025-02-12.421.69de41e8","release:2025-02-12.421.69de41e8","release:2025-02-12.421.69de41e8","release:2025-02-12.421.69de41e8","1","1","1","1","1"
"customer-info-event-processor","snapshot:2025-02-20.426.0d1c930f","candidate:2025-02-12.421.69de41e8","release:2025-02-12.421.69de41e8","release:2025-02-12.421.69de41e8","release:2025-02-12.421.69de41e8","1","1","1","1","1"
"derived-field-priority-worker","snapshot:2025-02-26.259.98a7c4e2","candidate:2025-02-12.255.97e7f231","release:2025-02-12.255.97e7f231","release:2025-02-12.255.97e7f231","release:2025-02-12.255.97e7f231","5","5","10","5","10"
"derived-field-scheduler","snapshot:2025-02-26.259.98a7c4e2","candidate:2025-02-12.255.97e7f231","release:2025-02-12.255.97e7f231","release:2025-02-12.255.97e7f231","release:2025-02-12.255.97e7f231","10","10","10","10","10"
"derived-field-worker","snapshot:2025-02-26.259.98a7c4e2","candidate:2025-02-12.255.97e7f231","release:2025-02-12.255.97e7f231","release:2025-02-12.255.97e7f231","release:2025-02-12.255.97e7f231","1","1","1","1","1"
"direct-pay-api","snapshot:2025-02-24.154.2496fcbe","candidate:2025-02-24.154.2496fcbe","release:2025-02-21.153.a6eca6ab","release:2025-02-21.153.a6eca6ab","release:2025-01-17.113.0bf7bd5f","3","3","1","1","0"
"direct-pay-audit-processor","snapshot:2025-02-24.154.2496fcbe","candidate:2025-02-24.154.2496fcbe","release:2025-02-21.153.a6eca6ab","release:2025-02-21.153.a6eca6ab","release:2025-01-17.113.0bf7bd5f","1","1","0","0","0"
"direct-pay-consumer","direct-pay-consumer:latest","direct-pay-consumer","direct-pay-consumer","direct-pay-consumer","direct-pay-consumer","0","0","0","0","0"
"direct-pay-data-load-event-processor","snapshot:2025-02-20.142.797ef83a","candidate:2025-02-20.142.797ef83a",,,,"0","0",,,
"direct-pay-enrolment-event-builder","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","3","3","3","3"
"direct-pay-event-builder","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","3","3","3","3"
"direct-pay-event-orchestrator","snapshot:2025-02-24.154.2496fcbe","candidate:2025-02-24.154.2496fcbe","release:2025-02-21.153.a6eca6ab","release:2025-02-21.153.a6eca6ab","release:2025-01-17.113.0bf7bd5f","1","1","3","3","0"
"direct-pay-event-processor","snapshot:2025-02-24.154.2496fcbe","candidate:2025-02-24.154.2496fcbe","release:2025-02-21.153.a6eca6ab","release:2025-02-21.153.a6eca6ab","release:2025-01-17.113.0bf7bd5f","0","0","0","0","0"
"direct-pay-un-enrollment-workflow-processor","snapshot:2025-02-24.154.2496fcbe","candidate:2025-02-24.154.2496fcbe","release:2025-02-21.153.a6eca6ab","release:2025-02-21.153.a6eca6ab","release:2025-01-17.113.0bf7bd5f","1","1","1","1","0"
"direct-pay-unenrollment-context-translator","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","3","3","3","0"
"direct-pay-unenrollment-event-builder-0201","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","3","3","3","0"
"direct-pay-unenrollment-event-builder-1231","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","3","3","3","0"
"direct-pay-unenrollment-event-builder-1232","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","3","3","3","0"
"energy-insights-api","snapshot:2025-02-19.69.38dbb893","candidate:2025-02-19.69.38dbb893","release:2025-02-19.69.38dbb893","release:2025-02-19.69.38dbb893","release:2025-02-10.65.1a6b957e","1","1","1","1","1"
"energy-usage-api","snapshot:2025-01-16.48.5d501401","candidate:2025-01-16.48.5d501401","release:2025-01-16.48.5d501401","release:2025-01-16.48.5d501401","release:2025-01-16.48.5d501401","1","1","5","5","5"
"energy-usage-consumer","snapshot:2024-07-10.32.79635960","candidate:2024-06-07.31.3b8d47d9","release:2024-06-07.31.3b8d47d9","release:2024-06-07.31.3b8d47d9","release:2024-06-07.31.3b8d47d9","0","0","0","0","0"
"energy-usage-event-processor","snapshot:2025-01-16.48.5d501401","candidate:2025-01-16.48.5d501401","release:2025-01-16.48.5d501401","release:2025-01-16.48.5d501401","release:2025-01-16.48.5d501401","1","1","1","1","1"
"esco-comparison-event-builder-1295","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","1","3","3","3"
"esco-marketer-address-event-builder-1262","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","1","3","3","1"
"financial-transaction-header-event-builder","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","3","3","3","3"
"fuel-service-processor","snapshot:2025-02-11.125.6884e945","candidate:2025-02-11.125.6884e945","release:2025-02-11.125.6884e945","release:2025-02-11.125.6884e945","release:2025-02-11.125.6884e945","1","1","1","1","1"
"identity-check-context-translator","snapshot:2025-02-03.75.7bfb3f46","candidate:2025-02-03.75.7bfb3f46","release:2025-02-03.75.7bfb3f46","release:2025-02-03.75.7bfb3f46","release:2025-02-03.75.7bfb3f46","1","1","1","3","3"
"mailing-address-update-context-translator","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","1","3","3","3"
"meter-api","snapshot:2025-02-11.125.6884e945","candidate:2025-02-11.125.6884e945","release:2025-02-11.125.6884e945","release:2025-02-11.125.6884e945","release:2025-02-11.125.6884e945","1","1","1","3","1"
"meter-info-event-builder","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","1","3","3","3"
"meter-point-event-builder","snapshot:2025-02-24.952","candidate:2025-02-24.952","release:2025-02-24.952","release:2025-02-24.952","release:2025-02-18.951","1","3","3","3","3"
